06/26/20,6147
06/29/20,6159
06/30/20,6225
07/01/2020,6169
07/02/2020,6157
07/03/2020,6240
07/06/2020,6157
07/07/2020,6285
07/08/2020,6189
07/09/2020,6156
07/10/2020,6049
07/13/20,6095
07/14/20,6176
07/15/20,6179
07/16/20,6292
07/17/20,6250
07/20/20,6290
07/21/20,6261
07/22/20,6269
07/23/20,6207
07/23/20,6211
07/27/20,6123
07/28/20,6104
07/29/20,6129
07/30/20,6131
07/31/20,5989
08/03/2020,5897
08/04/2020,6032
08/05/2020,6036
08/06/2020,6104
08/07/2020,6026
08/10/2020,6032
08/11/2020,6050
08/12/2020,6154
08/13/20,6280
08/14/20,6185
08/17/20,6090
08/18/20,6127
08/19/20,6076
08/20/20,6111
08/21/20,6013
08/24/20,6001
08/25/20,6104
08/26/20,6037
08/27/20,6045
08/28/20,5999
09/01/2020,5963
09/02/2020,5862
09/03/2020,5940
09/04/2020,5850
09/07/2020,5799
09/08/2020,5937
09/09/2020,5930
09/10/2020,6012
09/11/2020,6003
09/14/20,6032
09/15/20,6026
09/16/20,6105
09/17/20,6078
09/18/20,6049
09/21/20,6007
09/22/20,5804
09/23/20,5829
09/24/20,5899
09/25/20,5822
09/28/20,5842
09/29/20,5927
09/30/20,5897
10/01/2020,5866
10/02/2020,5879
10/05/2020,5902
10/06/2020,5942
10/07/2020,5949
10/08/2020,5946
10/09/2020,5978
10/12/2020,6016
10/13/20,6001
10/14/20,5969
10/15/20,5935
10/16/20,5832
10/19/20,5919
10/20/20,5884
10/21/20,5889
10/22/20,5776
10/23/20,5785
10/26/20,5860
10/27/20,5792
10/28/20,5728
10/29/20,5582
10/30/20,5581
11/02/2020,5577
11/03/2020,5654
11/04/2020,5786
11/05/2020,5883
11/06/2020,5906
11/09/2020,5910
11/10/2020,6186
11/11/2020,6296
11/12/2020,6382
11/13/20,6338
11/16/20,6316
11/17/20,6421
11/18/20,6365
11/19/20,6385
11/20/20,6334
11/23/20,6351
11/24/20,6333
11/25/20,6432
11/26/20,6391
11/27/20,6362
11/30/20,6367
12/01/2020,6266
12/02/2020,6384
12/03/2020,6463
12/04/2020,6490
12/07/2020,6550
12/08/2020,6555
12/09/2020,6558
12/10/2020,6564
12/11/2020,6599
12/14/20,6546
12/15/20,6531
12/16/20,6513
12/17/20,6570
12/18/20,6551
12/21/20,6529
12/22/20,6416
12/23/20,6453
12/24/20,6495
12/29/20,6502
12/30/20,6602
12/31/20,6555
01/04/2021,6460
01/05/2021,6571
01/06/2021,6612
01/07/2021,6841
01/08/2021,6856
01/11/2021,6873
01/12/2021,6798
01/13/21,6754
01/14/21,6745
01/15/21,6801
01/18/21,6735
01/19/21,6720
01/20/21,6712
01/21/21,6740
01/22/21,6715
01/25/21,6695
01/26/21,6638
01/27/21,6654
01/28/21,6567
01/29/21,6526
02/01/2021,6407
02/02/2021,6466
02/03/2021,6516
02/04/2021,6507
02/05/2021,6503
02/08/2021,6489
02/09/2021,6523
02/10/2021,6531
02/11/2021,6524
02/12/2021,6528
02/15/21,6589
02/16/21,6756
02/17/21,6748
02/18/21,6710
02/19/21,6617
02/22/21,6624
02/23/21,6612
02/24/21,6625
02/25/21,6658
02/26/21,6651
03/01/2021,6483
03/02/2021,6588
03/03/2021,6613
03/04/2021,6675
03/05/2021,6650
03/08/2021,6630
03/09/2021,6719
03/10/2021,6730
03/11/2021,6733.0
03/12/2021,6736
03/15/21,6761
03/16/21,6749
03/17/21,6803
03/18/21,6762
03/19/21,6779
03/22/21,6708
03/23/21,6726
03/24/21,6699
03/25/21,6712
03/26/21,6674
03/29/21,6740
03/30/21,6736
03/31/21,6772
04/01/2021,6713
04/02/2021,6713
04/05/2021,6713
04/06/2021,6737
04/07/2021,6823
04/08/2021,6885
04/09/2021,6942
04/12/2021,6915
04/13/21,6889
04/14/21,6890
04/15/21,6939
04/16/21,6983
04/19/21,7019
04/20/21,7000
04/21/21,6859
04/22/21,6895
04/23/21,6938
04/26/21,6938
04/27/21,6963
04/28/21,6944
04/29/21,6963
04/30/21,6961
05/04/2021,6969
05/05/2021,6923
05/06/2021,7039
05/07/2021,7076
05/10/2021,7129
05/11/2021,7123
05/12/2021,6947
05/13/21,7004
05/14/21,6963
05/17/21,7043
05/18/21,7032
05/19/21,7034
05/20/21,6950
05/21/21,7019
05/24/21,7018
05/25/21,7051
05/26/21,7029
05/27/21,7026
05/28/21,7019
06/01/2021,7022
06/02/2021,7080
06/03/2021,7108
06/04/2021,7064
06/07/2021,7069
06/08/2021,7077
06/09/2021,7095
06/10/2021,7081
06/11/2021,7088
06/14/21,7134
06/15/21,7146
06/16/21,7172
06/17/21,7184
06/18/21,7153
06/21/21,7017
06/22/21,7062
06/23/21,7090
06/24/21,7074
06/25/21,7109
06/28/21,7136
06/29/21,7072
06/30/21,7087
07/01/2021,7037
07/02/2021,7125
07/05/2021,7123
07/06/2021,7164
07/07/2021,7100
07/08/2021,7161
07/09/2021,7030
07/12/2021,7121
07/13/21,7125
07/14/21,7124
07/15/21,7068.0
07/16/21,7012
07/19/21,7008
07/20/21,6844
07/21/21,6881
07/22/21,6998
07/23/21,6968
07/26/21,7027
07/27/21,7025
07/28/21,6996
07/29/21,7016
07/30/21,7078
08/02/2021,7032
08/03/2021,7081
08/04/2021,7105
08/05/2021,7123
08/06/2021,7120
08/09/2021,7122
08/10/2021,7132
08/11/2021,7161
